INTERVAL;M_DATE;PRICE_ZONE_ID;POWER_SYS_ID;E_USE_FACT;E_USE_PLAN;GEN_FACT;GEN_PLAN
18;25.05.2020 0:00:00;1;840000;9621;9624;11189;11155
19;25.05.2020 0:00:00;1;840000;9519;9553;11148;10935
20;25.05.2020 0:00:00;1;840000;9554;9643;11266;11060
21;25.05.2020 0:00:00;1;840000;9566;9629;11338;11180
22;25.05.2020 0:00:00;1;840000;9596;9592;11294;11049
23;25.05.2020 0:00:00;1;840000;9061;9228;10636;10756
0;26.05.2020 0:00:00;1;840000;8693;8741;10022;10193
1;26.05.2020 0:00:00;1;840000;8486;8472;9850;10017
2;26.05.2020 0:00:00;1;840000;8317;8271;9764;9823
3;26.05.2020 0:00:00;1;840000;8087;8102;9771;9813
4;26.05.2020 0:00:00;1;840000;8048;8046;9849;9800
5;26.05.2020 0:00:00;1;840000;8194;8245;9880;9826
6;26.05.2020 0:00:00;1;840000;8491;8626;10005;9958
7;26.05.2020 0:00:00;1;840000;8891;9055;10161;10154
8;26.05.2020 0:00:00;1;840000;9512;9559;10583;10540
9;26.05.2020 0:00:00;1;840000;9736;9782;10639;10637
10;26.05.2020 0:00:00;1;840000;9822;9838;10702;10687
11;26.05.2020 0:00:00;1;840000;9611;9753;10494;10517
12;26.05.2020 0:00:00;1;840000;9608;9701;10603;10649
13;26.05.2020 0:00:00;1;840000;9569;9640;10560;10561
14;26.05.2020 0:00:00;1;840000;9560;9559;10418;10425
15;26.05.2020 0:00:00;1;840000;9535;9472;10475;10457
16;26.05.2020 0:00:00;1;840000;9402;9411;10365;10372
17;26.05.2020 0:00:00;1;840000;9325;9455;10545;10520
18;26.05.2020 0:00:00;1;840000;9347;9347;10620;10516
19;26.05.2020 0:00:00;1;840000;9256;9225;10519;10196
20;26.05.2020 0:00:00;1;840000;9296;9298;10611;10583
21;26.05.2020 0:00:00;1;840000;9345;9383;10612;10691
22;26.05.2020 0:00:00;1;840000;9324;9406;10338;10354
23;26.05.2020 0:00:00;1;840000;8948;8920;10193;10202
0;27.05.2020 0:00:00;1;840000;8545;8591;9849;9854
1;27.05.2020 0:00:00;1;840000;8263;8386;9668;9700
2;27.05.2020 0:00:00;1;840000;8063;8177;9696;9671
3;27.05.2020 0:00:00;1;840000;7906;7958;9678;9660
4;27.05.2020 0:00:00;1;840000;7866;7891;9616;9638
5;27.05.2020 0:00:00;1;840000;8060;8021;9692;9654
6;27.05.2020 0:00:00;1;840000;8350;8360;9759;9769
7;27.05.2020 0:00:00;1;840000;8779;8835;10178;10230
8;27.05.2020 0:00:00;1;840000;9333;9409;10373;10410
9;27.05.2020 0:00:00;1;840000;9499;9645;10569;10633
10;27.05.2020 0:00:00;1;840000;9649;9694;10689;10699
11;27.05.2020 0:00:00;1;840000;9524;9458;10254;10308
12;27.05.2020 0:00:00;1;840000;9497;9437;10422;10485
13;27.05.2020 0:00:00;1;840000;9525;9455;10475;10532
14;27.05.2020 0:00:00;1;840000;9497;9443;10828;10576
15;27.05.2020 0:00:00;1;840000;9488;9500;10817;10713
16;27.05.2020 0:00:00;1;840000;9365;9384;10640;10449
17;27.05.2020 0:00:00;1;840000;9408;9300;10500;10504
18;27.05.2020 0:00:00;1;840000;9315;9339;10523;10566
19;27.05.2020 0:00:00;1;840000;9177;9310;10365;10385
20;27.05.2020 0:00:00;1;840000;9211;9297;10355;10414
21;27.05.2020 0:00:00;1;840000;9182;9302;10077;10111
22;27.05.2020 0:00:00;1;840000;9169;9233;10347;10374
23;27.05.2020 0:00:00;1;840000;8770;8877;10130;10178
0;28.05.2020 0:00:00;1;840000;8381;8387;9657;9744
1;28.05.2020 0:00:00;1;840000;8149;8044;9511;9673
2;28.05.2020 0:00:00;1;840000;7917;7875;9510;9656
3;28.05.2020 0:00:00;1;840000;7747;7775;9501;9645
4;28.05.2020 0:00:00;1;840000;7756;7772;9439;9587
5;28.05.2020 0:00:00;1;840000;7882;7901;9488;9541
6;28.05.2020 0:00:00;1;840000;8183;8239;9879;9650
7;28.05.2020 0:00:00;1;840000;8672;8642;10129;10147
8;28.05.2020 0:00:00;1;840000;9227;9226;10442;10453
9;28.05.2020 0:00:00;1;840000;9480;9485;10474;10538
10;28.05.2020 0:00:00;1;840000;9564;9661;10376;10437
11;28.05.2020 0:00:00;1;840000;9491;9527;10352;10429
12;28.05.2020 0:00:00;1;840000;9547;9504;10377;10466
13;28.05.2020 0:00:00;1;840000;9538;9530;10385;10432
14;28.05.2020 0:00:00;1;840000;9534;9571;10486;10564
15;28.05.2020 0:00:00;1;840000;9466;9567;10448;10540
16;28.05.2020 0:00:00;1;840000;9401;9463;10302;10349
17;28.05.2020 0:00:00;1;840000;9420;9379;10263;10451
18;28.05.2020 0:00:00;1;840000;9334;9361;10269;10449
19;28.05.2020 0:00:00;1;840000;9247;9332;10155;10216
20;28.05.2020 0:00:00;1;840000;9292;9363;10271;10324
21;28.05.2020 0:00:00;1;840000;9275;9413;10172;10216
22;28.05.2020 0:00:00;1;840000;9161;9265;9921;9992
23;28.05.2020 0:00:00;1;840000;8801;8796;10008;10118
0;29.05.2020 0:00:00;1;840000;8383;8317;9704;9839
1;29.05.2020 0:00:00;1;840000;8086;8042;9572;9673
2;29.05.2020 0:00:00;1;840000;7939;7866;9602;9664
3;29.05.2020 0:00:00;1;840000;7687;7683;9511;9668
4;29.05.2020 0:00:00;1;840000;7631;7707;9404;9615
5;29.05.2020 0:00:00;1;840000;7881;7810;9500;9612
6;29.05.2020 0:00:00;1;840000;8260;8097;9515;9566
7;29.05.2020 0:00:00;1;840000;8756;8671;10038;10032
8;29.05.2020 0:00:00;1;840000;9310;9299;10492;10454
9;29.05.2020 0:00:00;1;840000;9605;9611;10607;10605
10;29.05.2020 0:00:00;1;840000;9696;9598;10635;10630
11;29.05.2020 0:00:00;1;840000;9541;9514;10544;10641
12;29.05.2020 0:00:00;1;840000;9599;9596;10600;10691
13;29.05.2020 0:00:00;1;840000;9484;9586;10356;10687
14;29.05.2020 0:00:00;1;840000;9441;9528;10281;10666
15;29.05.2020 0:00:00;1;840000;9374;9440;10237;10679
16;29.05.2020 0:00:00;1;840000;9355;9262;10296;10584
17;29.05.2020 0:00:00;1;840000;9344;9224;10313;10561
18;29.05.2020 0:00:00;1;840000;9201;9235;10394;10499
19;29.05.2020 0:00:00;1;840000;9098;9161;10188;10288
20;29.05.2020 0:00:00;1;840000;9211;9188;10345;10425
21;29.05.2020 0:00:00;1;840000;9218;9145;10178;10212
22;29.05.2020 0:00:00;1;840000;9256;9143;10082;10086
23;29.05.2020 0:00:00;1;840000;8887;8799;9904;9929
0;30.05.2020 0:00:00;1;840000;8355;8489;9571;9562
1;30.05.2020 0:00:00;1;840000;8172;8241;9465;9469
2;30.05.2020 0:00:00;1;840000;8006;7945;9471;9453
3;30.05.2020 0:00:00;1;840000;7732;7739;9346;9436
4;30.05.2020 0:00:00;1;840000;7702;7677;9290;9390
5;30.05.2020 0:00:00;1;840000;7794;7700;9250;9360
6;30.05.2020 0:00:00;1;840000;7965;7917;9278;9332
7;30.05.2020 0:00:00;1;840000;8208;8252;9439;9465
8;30.05.2020 0:00:00;1;840000;8660;8783;9926;9924
9;30.05.2020 0:00:00;1;840000;8979;9085;10172;10191
10;30.05.2020 0:00:00;1;840000;9079;9116;10273;10196
11;30.05.2020 0:00:00;1;840000;9058;9109;10051;10042
12;30.05.2020 0:00:00;1;840000;9088;9026;10060;10083
13;30.05.2020 0:00:00;1;840000;8991;8986;10022;10033
14;30.05.2020 0:00:00;1;840000;8965;8993;9879;9880
15;30.05.2020 0:00:00;1;840000;8881;8931;9881;9885
16;30.05.2020 0:00:00;1;840000;8868;8929;9855;9851
17;30.05.2020 0:00:00;1;840000;8900;8905;10016;9974
18;30.05.2020 0:00:00;1;840000;8883;8869;9934;9866
19;30.05.2020 0:00:00;1;840000;8883;8812;9945;9857
20;30.05.2020 0:00:00;1;840000;8970;8911;10006;10001
21;30.05.2020 0:00:00;1;840000;8895;9006;9971;9979
22;30.05.2020 0:00:00;1;840000;8928;9015;9938;9952
23;30.05.2020 0:00:00;1;840000;8662;8643;9750;9811
0;31.05.2020 0:00:00;1;840000;8252;8295;9439;9543
1;31.05.2020 0:00:00;1;840000;7969;8038;9153;9302
2;31.05.2020 0:00:00;1;840000;7648;7831;8942;9073
3;31.05.2020 0:00:00;1;840000;7473;7537;8850;8979
4;31.05.2020 0:00:00;1;840000;7547;7384;8801;8858
5;31.05.2020 0:00:00;1;840000;7563;7471;8805;8911
6;31.05.2020 0:00:00;1;840000;7707;7713;8832;8877
7;31.05.2020 0:00:00;1;840000;7947;7919;8920;8942
8;31.05.2020 0:00:00;1;840000;8424;8319;9040;9023
9;31.05.2020 0:00:00;1;840000;8801;8712;9537;9522
10;31.05.2020 0:00:00;1;840000;8939;8833;9549;9605
11;31.05.2020 0:00:00;1;840000;8982;8885;9545;9600
12;31.05.2020 0:00:00;1;840000;8936;8975;9603;9637
13;31.05.2020 0:00:00;1;840000;8918;8954;9541;9639
14;31.05.2020 0:00:00;1;840000;8934;8934;9733;9740
15;31.05.2020 0:00:00;1;840000;8887;8819;9779;9845
16;31.05.2020 0:00:00;1;840000;8927;8870;9824;9836
17;31.05.2020 0:00:00;1;840000;9022;8911;9862;9843
18;31.05.2020 0:00:00;1;840000;9018;8917;9929;9856
19;31.05.2020 0:00:00;1;840000;8976;9015;9959;9939
20;31.05.2020 0:00:00;1;840000;9053;9108;10068;9986
21;31.05.2020 0:00:00;1;840000;9032;9120;10003;9976
22;31.05.2020 0:00:00;1;840000;9034;8981;9873;9823
23;31.05.2020 0:00:00;1;840000;8713;8589;9719;9661
0;01.06.2020 0:00:00;1;840000;8319;8218;9710;9713
1;01.06.2020 0:00:00;1;840000;8209;8008;9646;9732
2;01.06.2020 0:00:00;1;840000;7887;7847;9617;9701
3;01.06.2020 0:00:00;1;840000;7785;7755;9565;9612
4;01.06.2020 0:00:00;1;840000;7782;7711;9628;9726
5;01.06.2020 0:00:00;1;840000;7942;7916;9688;9756
6;01.06.2020 0:00:00;1;840000;8341;8294;9902;9862
7;01.06.2020 0:00:00;1;840000;8866;8793;10323;10256
8;01.06.2020 0:00:00;1;840000;9443;9387;10550;10491
9;01.06.2020 0:00:00;1;840000;9803;9707;10699;10620
10;01.06.2020 0:00:00;1;840000;9886;9830;10687;10619
11;01.06.2020 0:00:00;1;840000;9823;9713;10682;10583
12;01.06.2020 0:00:00;1;840000;9902;9749;10696;10630
13;01.06.2020 0:00:00;1;840000;9788;9833;10693;10645
14;01.06.2020 0:00:00;1;840000;9699;9820;10710;10642
15;01.06.2020 0:00:00;1;840000;9653;9676;10504;10609
16;01.06.2020 0:00:00;1;840000;9502;9511;10659;10636
17;01.06.2020 0:00:00;1;840000;9485;9470;10634;10614
18;01.06.2020 0:00:00;1;840000;9455;9411;10701;10704
19;01.06.2020 0:00:00;1;840000;9337;9353;10509;10484
20;01.06.2020 0:00:00;1;840000;9387;9387;10531;10501
21;01.06.2020 0:00:00;1;840000;9347;9375;10556;10533
22;01.06.2020 0:00:00;1;840000;9243;9298;10444;10394
23;01.06.2020 0:00:00;1;840000;8862;8934;10015;10033
0;02.06.2020 0:00:00;1;840000;8499;8411;9678;9741
1;02.06.2020 0:00:00;1;840000;8281;8240;9588;9584
2;02.06.2020 0:00:00;1;840000;8040;8011;9570;9487
3;02.06.2020 0:00:00;1;840000;7872;7862;9561;9481
4;02.06.2020 0:00:00;1;840000;7689;7832;9474;9549
5;02.06.2020 0:00:00;1;840000;7914;8005;9520;9643
6;02.06.2020 0:00:00;1;840000;8295;8287;9671;9765
7;02.06.2020 0:00:00;1;840000;8820;8852;10397;10434
8;02.06.2020 0:00:00;1;840000;9371;9425;10599;10406
9;02.06.2020 0:00:00;1;840000;9665;9706;10640;10471
10;02.06.2020 0:00:00;1;840000;9578;9820;10611;10467
11;02.06.2020 0:00:00;1;840000;9596;9687;10562;10471
12;02.06.2020 0:00:00;1;840000;9607;9582;10440;10444
13;02.06.2020 0:00:00;1;840000;9581;9555;10559;10545
14;02.06.2020 0:00:00;1;840000;9593;9581;10575;10537
15;02.06.2020 0:00:00;1;840000;9468;9529;10563;10524
16;02.06.2020 0:00:00;1;840000;9407;9438;10484;10435
17;02.06.2020 0:00:00;1;840000;9356;9425;10494;10598
18;02.06.2020 0:00:00;1;840000;9252;9335;10464;10465
19;02.06.2020 0:00:00;1;840000;9164;9277;10043;10374
20;02.06.2020 0:00:00;1;840000;9214;9254;10278;10395
21;02.06.2020 0:00:00;1;840000;9202;9209;10427;10408
22;02.06.2020 0:00:00;1;840000;9190;9132;10323;10288
23;02.06.2020 0:00:00;1;840000;8810;8861;9942;9865
0;03.06.2020 0:00:00;1;840000;8330;8453;9790;9733
1;03.06.2020 0:00:00;1;840000;8126;8177;9634;9590
2;03.06.2020 0:00:00;1;840000;7898;7917;9575;9547
3;03.06.2020 0:00:00;1;840000;7784;7750;9544;9487
4;03.06.2020 0:00:00;1;840000;7742;7690;9610;9593
5;03.06.2020 0:00:00;1;840000;7957;7878;9612;9686
6;03.06.2020 0:00:00;1;840000;8278;8264;9719;9784
7;03.06.2020 0:00:00;1;840000;8769;8791;9932;9914
8;03.06.2020 0:00:00;1;840000;9300;9376;10430;10453
9;03.06.2020 0:00:00;1;840000;9579;9601;10358;10359
10;03.06.2020 0:00:00;1;840000;9583;9637;10407;10402
11;03.06.2020 0:00:00;1;840000;9589;9574;10174;10174
12;03.06.2020 0:00:00;1;840000;9545;9600;10270;10411
13;03.06.2020 0:00:00;1;840000;9621;9578;10406;10418
14;03.06.2020 0:00:00;1;840000;9510;9564;10423;10409
15;03.06.2020 0:00:00;1;840000;9418;9516;10181;10450
16;03.06.2020 0:00:00;1;840000;9359;9460;10377;10672
17;03.06.2020 0:00:00;1;840000;9375;9368;10398;10415
18;03.06.2020 0:00:00;1;840000;9326;9256;10408;10408
19;03.06.2020 0:00:00;1;840000;9194;9170;10103;10116
20;03.06.2020 0:00:00;1;840000;9246;9276;10285;10287
21;03.06.2020 0:00:00;1;840000;9262;9238;10195;10185
22;03.06.2020 0:00:00;1;840000;9126;9169;10375;10379
23;03.06.2020 0:00:00;1;840000;8704;8864;9855;9911
0;04.06.2020 0:00:00;1;840000;8264;8360;9728;9832
1;04.06.2020 0:00:00;1;840000;7963;8023;9441;9540
2;04.06.2020 0:00:00;1;840000;7742;7773;9448;9516
3;04.06.2020 0:00:00;1;840000;7612;7663;9429;9501
4;04.06.2020 0:00:00;1;840000;7619;7649;9444;9519
5;04.06.2020 0:00:00;1;840000;7801;7829;9478;9574
6;04.06.2020 0:00:00;1;840000;8264;8171;9598;9660
7;04.06.2020 0:00:00;1;840000;8755;8718;9781;9786
8;04.06.2020 0:00:00;1;840000;9280;9329;10267;10280
9;04.06.2020 0:00:00;1;840000;9652;9624;10378;10371
10;04.06.2020 0:00:00;1;840000;9742;9648;10472;10414
11;04.06.2020 0:00:00;1;840000;9750;9664;10550;10408
12;04.06.2020 0:00:00;1;840000;9808;9717;10613;10392
13;04.06.2020 0:00:00;1;840000;9872;9766;10695;10390
14;04.06.2020 0:00:00;1;840000;9901;9777;10431;10279
15;04.06.2020 0:00:00;1;840000;9787;9796;10291;10273
16;04.06.2020 0:00:00;1;840000;9792;9713;10543;10523
17;04.06.2020 0:00:00;1;840000;9706;9690;10357;10351
18;04.06.2020 0:00:00;1;840000;9715;9702;10405;10409
19;04.06.2020 0:00:00;1;840000;9518;9551;10305;10267
20;04.06.2020 0:00:00;1;840000;9431;9634;10347;10310
21;04.06.2020 0:00:00;1;840000;9344;9519;10376;10345
22;04.06.2020 0:00:00;1;840000;9105;9374;10033;9990
23;04.06.2020 0:00:00;1;840000;8790;8855;9840;9803
0;05.06.2020 0:00:00;1;840000;8383;8340;9536;9559
1;05.06.2020 0:00:00;1;840000;8081;8028;9446;9492
2;05.06.2020 0:00:00;1;840000;7848;7847;9428;9478
3;05.06.2020 0:00:00;1;840000;7744;7673;9379;9399
4;05.06.2020 0:00:00;1;840000;7671;7652;9423;9459
5;05.06.2020 0:00:00;1;840000;7835;7893;9413;9465
6;05.06.2020 0:00:00;1;840000;8206;8318;9523;9498
7;05.06.2020 0:00:00;1;840000;8688;8792;9651;9603
8;05.06.2020 0:00:00;1;840000;9353;9272;10128;10103
9;05.06.2020 0:00:00;1;840000;9576;9594;10183;10180
10;05.06.2020 0:00:00;1;840000;9681;9704;10195;10212
11;05.06.2020 0:00:00;1;840000;9656;9631;10197;10216
12;05.06.2020 0:00:00;1;840000;9672;9654;10255;10202
13;05.06.2020 0:00:00;1;840000;9646;9683;10207;10195
14;05.06.2020 0:00:00;1;840000;9512;9643;10029;10235
15;05.06.2020 0:00:00;1;840000;9372;9492;9848;10180
16;05.06.2020 0:00:00;1;840000;9396;9378;9890;10242
17;05.06.2020 0:00:00;1;840000;9362;9303;10015;10264
18;05.06.2020 0:00:00;1;840000;9284;9253;10291;10248
19;05.06.2020 0:00:00;1;840000;9180;9174;9898;9940
20;05.06.2020 0:00:00;1;840000;9173;9248;10269;10190
21;05.06.2020 0:00:00;1;840000;9136;9228;10390;10254
22;05.06.2020 0:00:00;1;840000;9056;9091;10371;10223
23;05.06.2020 0:00:00;1;840000;8782;8743;9965;9820
0;06.06.2020 0:00:00;1;840000;8389;8338;9898;9873
1;06.06.2020 0:00:00;1;840000;8043;8019;9623;9605
2;06.06.2020 0:00:00;1;840000;7810;7827;9562;9584
3;06.06.2020 0:00:00;1;840000;7636;7699;9492;9569
4;06.06.2020 0:00:00;1;840000;7573;7624;9434;9550
5;06.06.2020 0:00:00;1;840000;7660;7670;9417;9520
6;06.06.2020 0:00:00;1;840000;7848;7803;9485;9533
7;06.06.2020 0:00:00;1;840000;8131;8051;9453;9469
8;06.06.2020 0:00:00;1;840000;8649;8519;9641;9647
9;06.06.2020 0:00:00;1;840000;8983;8976;10021;10045
10;06.06.2020 0:00:00;1;840000;9181;9117;10280;10274
11;06.06.2020 0:00:00;1;840000;9204;9114;10251;10254
12;06.06.2020 0:00:00;1;840000;9271;9170;10295;10242
13;06.06.2020 0:00:00;1;840000;9274;9133;10268;10242
14;06.06.2020 0:00:00;1;840000;9282;9175;10255;10245
15;06.06.2020 0:00:00;1;840000;9131;9149;10219;10222
16;06.06.2020 0:00:00;1;840000;9105;9154;10225;10221
17;06.06.2020 0:00:00;1;840000;9083;9158;10228;10258
18;06.06.2020 0:00:00;1;840000;8966;9073;10187;10229
19;06.06.2020 0:00:00;1;840000;8909;9063;10197;10245
20;06.06.2020 0:00:00;1;840000;8983;9056;10224;10246
21;06.06.2020 0:00:00;1;840000;8922;8968;10299;10294
22;06.06.2020 0:00:00;1;840000;8754;8926;10077;10073
23;06.06.2020 0:00:00;1;840000;8524;8673;9791;9842
0;07.06.2020 0:00:00;1;840000;8156;8219;9572;9637
1;07.06.2020 0:00:00;1;840000;7928;7903;9442;9475
2;07.06.2020 0:00:00;1;840000;7705;7612;9373;9469
3;07.06.2020 0:00:00;1;840000;7473;7547;9304;9462
4;07.06.2020 0:00:00;1;840000;7440;7501;9398;9440
5;07.06.2020 0:00:00;1;840000;7543;7591;9362;9456
6;07.06.2020 0:00:00;1;840000;7674;7696;9332;9414
7;07.06.2020 0:00:00;1;840000;7817;7889;9310;9387
8;07.06.2020 0:00:00;1;840000;8280;8372;9503;9468
9;07.06.2020 0:00:00;1;840000;8696;8759;10060;10058
10;07.06.2020 0:00:00;1;840000;8771;8840;10206;10224
11;07.06.2020 0:00:00;1;840000;8842;8814;9895;10051
12;07.06.2020 0:00:00;1;840000;8823;8783;9892;9904
13;07.06.2020 0:00:00;1;840000;8803;8763;9891;9922
14;07.06.2020 0:00:00;1;840000;8743;8787;9928;9969
15;07.06.2020 0:00:00;1;840000;8744;8759;9916;9985
16;07.06.2020 0:00:00;1;840000;8784;8773;10000;10092
17;07.06.2020 0:00:00;1;840000;8803;8788;9868;9862
18;07.06.2020 0:00:00;1;840000;8786;8783;9797;9834
19;07.06.2020 0:00:00;1;840000;8722;8801;9980;9990
20;07.06.2020 0:00:00;1;840000;8818;8885;10170;10207
21;07.06.2020 0:00:00;1;840000;8830;8788;10278;10280
22;07.06.2020 0:00:00;1;840000;8743;8681;10156;10204
23;07.06.2020 0:00:00;1;840000;8491;8491;9820;9866
0;08.06.2020 0:00:00;1;840000;8051;8075;9338;9327
1;08.06.2020 0:00:00;1;840000;7776;7824;9191;9275
2;08.06.2020 0:00:00;1;840000;7570;7614;9175;9300
3;08.06.2020 0:00:00;1;840000;7342;7426;9186;9286
4;08.06.2020 0:00:00;1;840000;7357;7391;9178;9287
5;08.06.2020 0:00:00;1;840000;7517;7586;9158;9327
6;08.06.2020 0:00:00;1;840000;7923;7907;9607;9591
7;08.06.2020 0:00:00;1;840000;8467;8491;9709;9722
8;08.06.2020 0:00:00;1;840000;9120;9025;10039;10022
9;08.06.2020 0:00:00;1;840000;9371;9386;10259;10214
10;08.06.2020 0:00:00;1;840000;9447;9602;10294;10346
11;08.06.2020 0:00:00;1;840000;9485;9453;10604;10735
12;08.06.2020 0:00:00;1;840000;9502;9492;10505;10626
13;08.06.2020 0:00:00;1;840000;9564;9452;10621;10725
14;08.06.2020 0:00:00;1;840000;9569;9342;10478;10551
15;08.06.2020 0:00:00;1;840000;9482;9435;10463;10608
16;08.06.2020 0:00:00;1;840000;9421;9446;10596;10709
17;08.06.2020 0:00:00;1;840000;9351;9340;10577;10664
18;08.06.2020 0:00:00;1;840000;9301;9262;10480;10602
19;08.06.2020 0:00:00;1;840000;9219;9166;10404;10491
20;08.06.2020 0:00:00;1;840000;9168;9191;10469;10602
21;08.06.2020 0:00:00;1;840000;9083;9106;10444;10679
22;08.06.2020 0:00:00;1;840000;8821;8975;10158;10391
23;08.06.2020 0:00:00;1;840000;8512;8606;9982;9993
0;09.06.2020 0:00:00;1;840000;8024;8031;9851;10028
1;09.06.2020 0:00:00;1;840000;7771;7659;9346;9508
2;09.06.2020 0:00:00;1;840000;7586;7460;9353;9482
3;09.06.2020 0:00:00;1;840000;7410;7330;9385;9459
4;09.06.2020 0:00:00;1;840000;7479;7360;9380;9439
5;09.06.2020 0:00:00;1;840000;7593;7562;9527;9541
6;09.06.2020 0:00:00;1;840000;8008;8012;9829;9748
7;09.06.2020 0:00:00;1;840000;8578;8603;9905;9844
8;09.06.2020 0:00:00;1;840000;9206;9198;10524;10491
