INTERVAL;M_DATE;PRICE_ZONE_ID;POWER_SYS_ID;E_USE_FACT
2;07.04.2016 0:00:00;1;630000;27578
3;07.04.2016 0:00:00;1;630000;27983
4;07.04.2016 0:00:00;1;630000;28833
5;07.04.2016 0:00:00;1;630000;29548
6;07.04.2016 0:00:00;1;630000;30720
7;07.04.2016 0:00:00;1;630000;31009
8;07.04.2016 0:00:00;1;630000;31227
9;07.04.2016 0:00:00;1;630000;30906
10;07.04.2016 0:00:00;1;630000;30630
11;07.04.2016 0:00:00;1;630000;30506
12;07.04.2016 0:00:00;1;630000;30493
13;07.04.2016 0:00:00;1;630000;30515
14;07.04.2016 0:00:00;1;630000;30342
15;07.04.2016 0:00:00;1;630000;30400
16;07.04.2016 0:00:00;1;630000;30682
17;07.04.2016 0:00:00;1;630000;31039
18;07.04.2016 0:00:00;1;630000;31786
19;07.04.2016 0:00:00;1;630000;31230
20;07.04.2016 0:00:00;1;630000;30098
21;07.04.2016 0:00:00;1;630000;29426
22;07.04.2016 0:00:00;1;630000;28803
23;07.04.2016 0:00:00;1;630000;28029
0;08.04.2016 0:00:00;1;630000;27647
1;08.04.2016 0:00:00;1;630000;27527
2;08.04.2016 0:00:00;1;630000;27649
3;08.04.2016 0:00:00;1;630000;28084
4;08.04.2016 0:00:00;1;630000;28728
5;08.04.2016 0:00:00;1;630000;29580
6;08.04.2016 0:00:00;1;630000;30774
7;08.04.2016 0:00:00;1;630000;30847
8;08.04.2016 0:00:00;1;630000;31137
9;08.04.2016 0:00:00;1;630000;30683
10;08.04.2016 0:00:00;1;630000;30489
11;08.04.2016 0:00:00;1;630000;30619
12;08.04.2016 0:00:00;1;630000;30253
13;08.04.2016 0:00:00;1;630000;30063
14;08.04.2016 0:00:00;1;630000;30116
15;08.04.2016 0:00:00;1;630000;30035
16;08.04.2016 0:00:00;1;630000;30114
17;08.04.2016 0:00:00;1;630000;30353
18;08.04.2016 0:00:00;1;630000;31204
19;08.04.2016 0:00:00;1;630000;30793
20;08.04.2016 0:00:00;1;630000;29943
21;08.04.2016 0:00:00;1;630000;28892
22;08.04.2016 0:00:00;1;630000;28384
23;08.04.2016 0:00:00;1;630000;28029
0;09.04.2016 0:00:00;1;630000;27787
1;09.04.2016 0:00:00;1;630000;27569
2;09.04.2016 0:00:00;1;630000;27302
3;09.04.2016 0:00:00;1;630000;27274
4;09.04.2016 0:00:00;1;630000;27227
5;09.04.2016 0:00:00;1;630000;27897
6;09.04.2016 0:00:00;1;630000;29139
7;09.04.2016 0:00:00;1;630000;29557
8;09.04.2016 0:00:00;1;630000;29760
9;09.04.2016 0:00:00;1;630000;29829
10;09.04.2016 0:00:00;1;630000;29510
11;09.04.2016 0:00:00;1;630000;29693
12;09.04.2016 0:00:00;1;630000;29373
13;09.04.2016 0:00:00;1;630000;29130
14;09.04.2016 0:00:00;1;630000;29381
15;09.04.2016 0:00:00;1;630000;29443
16;09.04.2016 0:00:00;1;630000;29725
17;09.04.2016 0:00:00;1;630000;29998
18;09.04.2016 0:00:00;1;630000;30636
19;09.04.2016 0:00:00;1;630000;30599
20;09.04.2016 0:00:00;1;630000;29661
21;09.04.2016 0:00:00;1;630000;28728
22;09.04.2016 0:00:00;1;630000;27975
23;09.04.2016 0:00:00;1;630000;27297
0;10.04.2016 0:00:00;1;630000;27186
1;10.04.2016 0:00:00;1;630000;26923
2;10.04.2016 0:00:00;1;630000;26831
3;10.04.2016 0:00:00;1;630000;27022
4;10.04.2016 0:00:00;1;630000;26945
5;10.04.2016 0:00:00;1;630000;27504
6;10.04.2016 0:00:00;1;630000;28506
7;10.04.2016 0:00:00;1;630000;29089
8;10.04.2016 0:00:00;1;630000;29389
9;10.04.2016 0:00:00;1;630000;29326
10;10.04.2016 0:00:00;1;630000;29395
11;10.04.2016 0:00:00;1;630000;29378
12;10.04.2016 0:00:00;1;630000;29073
13;10.04.2016 0:00:00;1;630000;29264
14;10.04.2016 0:00:00;1;630000;29500
15;10.04.2016 0:00:00;1;630000;29690
16;10.04.2016 0:00:00;1;630000;29647
17;10.04.2016 0:00:00;1;630000;30105
18;10.04.2016 0:00:00;1;630000;30572
19;10.04.2016 0:00:00;1;630000;30398
20;10.04.2016 0:00:00;1;630000;29452
21;10.04.2016 0:00:00;1;630000;28290
22;10.04.2016 0:00:00;1;630000;27782
23;10.04.2016 0:00:00;1;630000;27340
0;11.04.2016 0:00:00;1;630000;26992
1;11.04.2016 0:00:00;1;630000;26705
2;11.04.2016 0:00:00;1;630000;26952
3;11.04.2016 0:00:00;1;630000;27323
4;11.04.2016 0:00:00;1;630000;28084
5;11.04.2016 0:00:00;1;630000;28934
6;11.04.2016 0:00:00;1;630000;30163
7;11.04.2016 0:00:00;1;630000;30559
8;11.04.2016 0:00:00;1;630000;30660
9;11.04.2016 0:00:00;1;630000;30491
10;11.04.2016 0:00:00;1;630000;30307
11;11.04.2016 0:00:00;1;630000;30300
12;11.04.2016 0:00:00;1;630000;30102
13;11.04.2016 0:00:00;1;630000;29935
14;11.04.2016 0:00:00;1;630000;29953
15;11.04.2016 0:00:00;1;630000;30198
16;11.04.2016 0:00:00;1;630000;30133
17;11.04.2016 0:00:00;1;630000;30507
18;11.04.2016 0:00:00;1;630000;30931
19;11.04.2016 0:00:00;1;630000;30537
20;11.04.2016 0:00:00;1;630000;29676
21;11.04.2016 0:00:00;1;630000;28726
22;11.04.2016 0:00:00;1;630000;27647
23;11.04.2016 0:00:00;1;630000;27373
0;12.04.2016 0:00:00;1;630000;27169
1;12.04.2016 0:00:00;1;630000;27002
2;12.04.2016 0:00:00;1;630000;27261
3;12.04.2016 0:00:00;1;630000;27271
4;12.04.2016 0:00:00;1;630000;28101
5;12.04.2016 0:00:00;1;630000;28983
6;12.04.2016 0:00:00;1;630000;29764
7;12.04.2016 0:00:00;1;630000;30447
8;12.04.2016 0:00:00;1;630000;30378
9;12.04.2016 0:00:00;1;630000;30166
10;12.04.2016 0:00:00;1;630000;29880
11;12.04.2016 0:00:00;1;630000;29964
12;12.04.2016 0:00:00;1;630000;29714
13;12.04.2016 0:00:00;1;630000;29523
14;12.04.2016 0:00:00;1;630000;29484
15;12.04.2016 0:00:00;1;630000;29728
16;12.04.2016 0:00:00;1;630000;29634
17;12.04.2016 0:00:00;1;630000;29803
18;12.04.2016 0:00:00;1;630000;30796
19;12.04.2016 0:00:00;1;630000;30448
20;12.04.2016 0:00:00;1;630000;29426
21;12.04.2016 0:00:00;1;630000;28613
22;12.04.2016 0:00:00;1;630000;27700
23;12.04.2016 0:00:00;1;630000;27274
0;13.04.2016 0:00:00;1;630000;27086
1;13.04.2016 0:00:00;1;630000;27148
2;13.04.2016 0:00:00;1;630000;27004
3;13.04.2016 0:00:00;1;630000;27557
4;13.04.2016 0:00:00;1;630000;28071
5;13.04.2016 0:00:00;1;630000;28850
6;13.04.2016 0:00:00;1;630000;29863
7;13.04.2016 0:00:00;1;630000;30312
8;13.04.2016 0:00:00;1;630000;30110
9;13.04.2016 0:00:00;1;630000;29627
10;13.04.2016 0:00:00;1;630000;29594
11;13.04.2016 0:00:00;1;630000;29334
12;13.04.2016 0:00:00;1;630000;29353
13;13.04.2016 0:00:00;1;630000;29104
14;13.04.2016 0:00:00;1;630000;29028
15;13.04.2016 0:00:00;1;630000;29100
16;13.04.2016 0:00:00;1;630000;29114
17;13.04.2016 0:00:00;1;630000;29684
18;13.04.2016 0:00:00;1;630000;30685
19;13.04.2016 0:00:00;1;630000;30402
20;13.04.2016 0:00:00;1;630000;29208
21;13.04.2016 0:00:00;1;630000;28148
22;13.04.2016 0:00:00;1;630000;27875
23;13.04.2016 0:00:00;1;630000;27216
0;14.04.2016 0:00:00;1;630000;26900
1;14.04.2016 0:00:00;1;630000;26908
2;14.04.2016 0:00:00;1;630000;26724
3;14.04.2016 0:00:00;1;630000;26924
4;14.04.2016 0:00:00;1;630000;27678
5;14.04.2016 0:00:00;1;630000;28363
6;14.04.2016 0:00:00;1;630000;29689
7;14.04.2016 0:00:00;1;630000;29955
8;14.04.2016 0:00:00;1;630000;29728
9;14.04.2016 0:00:00;1;630000;29575
10;14.04.2016 0:00:00;1;630000;29516
11;14.04.2016 0:00:00;1;630000;29531
12;14.04.2016 0:00:00;1;630000;29564
13;14.04.2016 0:00:00;1;630000;29174
14;14.04.2016 0:00:00;1;630000;29127
15;14.04.2016 0:00:00;1;630000;29258
16;14.04.2016 0:00:00;1;630000;29295
17;14.04.2016 0:00:00;1;630000;29425
18;14.04.2016 0:00:00;1;630000;30343
19;14.04.2016 0:00:00;1;630000;30151
20;14.04.2016 0:00:00;1;630000;28929
21;14.04.2016 0:00:00;1;630000;27805
22;14.04.2016 0:00:00;1;630000;26929
23;14.04.2016 0:00:00;1;630000;26737
0;15.04.2016 0:00:00;1;630000;26656
1;15.04.2016 0:00:00;1;630000;26534
2;15.04.2016 0:00:00;1;630000;26593
3;15.04.2016 0:00:00;1;630000;26800
4;15.04.2016 0:00:00;1;630000;27773
5;15.04.2016 0:00:00;1;630000;28687
6;15.04.2016 0:00:00;1;630000;29572
7;15.04.2016 0:00:00;1;630000;29857
8;15.04.2016 0:00:00;1;630000;29932
9;15.04.2016 0:00:00;1;630000;29618
10;15.04.2016 0:00:00;1;630000;29500
11;15.04.2016 0:00:00;1;630000;29512
12;15.04.2016 0:00:00;1;630000;29288
13;15.04.2016 0:00:00;1;630000;29125
14;15.04.2016 0:00:00;1;630000;29215
15;15.04.2016 0:00:00;1;630000;29263
16;15.04.2016 0:00:00;1;630000;29280
17;15.04.2016 0:00:00;1;630000;29340
18;15.04.2016 0:00:00;1;630000;30171
19;15.04.2016 0:00:00;1;630000;29935
20;15.04.2016 0:00:00;1;630000;28787
21;15.04.2016 0:00:00;1;630000;27894
22;15.04.2016 0:00:00;1;630000;27146
23;15.04.2016 0:00:00;1;630000;26921
0;16.04.2016 0:00:00;1;630000;26426
1;16.04.2016 0:00:00;1;630000;26614
2;16.04.2016 0:00:00;1;630000;26500
3;16.04.2016 0:00:00;1;630000;26273
4;16.04.2016 0:00:00;1;630000;26643
5;16.04.2016 0:00:00;1;630000;27084
6;16.04.2016 0:00:00;1;630000;28000
7;16.04.2016 0:00:00;1;630000;28259
8;16.04.2016 0:00:00;1;630000;28587
9;16.04.2016 0:00:00;1;630000;28460
10;16.04.2016 0:00:00;1;630000;28381
11;16.04.2016 0:00:00;1;630000;28229
12;16.04.2016 0:00:00;1;630000;28590
13;16.04.2016 0:00:00;1;630000;28251
14;16.04.2016 0:00:00;1;630000;28437
15;16.04.2016 0:00:00;1;630000;28388
16;16.04.2016 0:00:00;1;630000;28098
17;16.04.2016 0:00:00;1;630000;28256
18;16.04.2016 0:00:00;1;630000;29237
19;16.04.2016 0:00:00;1;630000;29246
20;16.04.2016 0:00:00;1;630000;28400
21;16.04.2016 0:00:00;1;630000;27276
22;16.04.2016 0:00:00;1;630000;26753
23;16.04.2016 0:00:00;1;630000;26205
0;17.04.2016 0:00:00;1;630000;25881
1;17.04.2016 0:00:00;1;630000;25751
2;17.04.2016 0:00:00;1;630000;25731
3;17.04.2016 0:00:00;1;630000;25560
4;17.04.2016 0:00:00;1;630000;25803
5;17.04.2016 0:00:00;1;630000;26219
6;17.04.2016 0:00:00;1;630000;27091
7;17.04.2016 0:00:00;1;630000;27810
8;17.04.2016 0:00:00;1;630000;28081
9;17.04.2016 0:00:00;1;630000;28033
10;17.04.2016 0:00:00;1;630000;27706
11;17.04.2016 0:00:00;1;630000;27759
12;17.04.2016 0:00:00;1;630000;27840
13;17.04.2016 0:00:00;1;630000;27643
14;17.04.2016 0:00:00;1;630000;27893
15;17.04.2016 0:00:00;1;630000;27702
16;17.04.2016 0:00:00;1;630000;27968
17;17.04.2016 0:00:00;1;630000;28460
18;17.04.2016 0:00:00;1;630000;29345
19;17.04.2016 0:00:00;1;630000;29175
20;17.04.2016 0:00:00;1;630000;28254
21;17.04.2016 0:00:00;1;630000;27185
22;17.04.2016 0:00:00;1;630000;26416
23;17.04.2016 0:00:00;1;630000;25660
0;18.04.2016 0:00:00;1;630000;25814
1;18.04.2016 0:00:00;1;630000;25641
2;18.04.2016 0:00:00;1;630000;25728
3;18.04.2016 0:00:00;1;630000;26475
4;18.04.2016 0:00:00;1;630000;27287
5;18.04.2016 0:00:00;1;630000;28462
6;18.04.2016 0:00:00;1;630000;29313
7;18.04.2016 0:00:00;1;630000;29575
8;18.04.2016 0:00:00;1;630000;29489
9;18.04.2016 0:00:00;1;630000;29202
10;18.04.2016 0:00:00;1;630000;29262
11;18.04.2016 0:00:00;1;630000;29303
12;18.04.2016 0:00:00;1;630000;29193
13;18.04.2016 0:00:00;1;630000;29131
14;18.04.2016 0:00:00;1;630000;29051
15;18.04.2016 0:00:00;1;630000;29055
16;18.04.2016 0:00:00;1;630000;29167
17;18.04.2016 0:00:00;1;630000;29247
18;18.04.2016 0:00:00;1;630000;29897
19;18.04.2016 0:00:00;1;630000;29285
20;18.04.2016 0:00:00;1;630000;28348
21;18.04.2016 0:00:00;1;630000;27447
22;18.04.2016 0:00:00;1;630000;26516
23;18.04.2016 0:00:00;1;630000;25983
0;19.04.2016 0:00:00;1;630000;25877
1;19.04.2016 0:00:00;1;630000;25913
2;19.04.2016 0:00:00;1;630000;25921
3;19.04.2016 0:00:00;1;630000;26072
4;19.04.2016 0:00:00;1;630000;26759
5;19.04.2016 0:00:00;1;630000;27941
6;19.04.2016 0:00:00;1;630000;28788
7;19.04.2016 0:00:00;1;630000;29016
8;19.04.2016 0:00:00;1;630000;28845
9;19.04.2016 0:00:00;1;630000;28903
10;19.04.2016 0:00:00;1;630000;28659
11;19.04.2016 0:00:00;1;630000;28859
12;19.04.2016 0:00:00;1;630000;28609
13;19.04.2016 0:00:00;1;630000;28496
14;19.04.2016 0:00:00;1;630000;28577
15;19.04.2016 0:00:00;1;630000;28580
16;19.04.2016 0:00:00;1;630000;28774
17;19.04.2016 0:00:00;1;630000;29215
18;19.04.2016 0:00:00;1;630000;29677
19;19.04.2016 0:00:00;1;630000;29125
20;19.04.2016 0:00:00;1;630000;28278
21;19.04.2016 0:00:00;1;630000;27104
22;19.04.2016 0:00:00;1;630000;26465
23;19.04.2016 0:00:00;1;630000;25903
0;20.04.2016 0:00:00;1;630000;25759
1;20.04.2016 0:00:00;1;630000;25704
2;20.04.2016 0:00:00;1;630000;25767
3;20.04.2016 0:00:00;1;630000;25957
4;20.04.2016 0:00:00;1;630000;26818
5;20.04.2016 0:00:00;1;630000;27732
6;20.04.2016 0:00:00;1;630000;28766
7;20.04.2016 0:00:00;1;630000;29364
8;20.04.2016 0:00:00;1;630000;29276
9;20.04.2016 0:00:00;1;630000;29180
10;20.04.2016 0:00:00;1;630000;28881
11;20.04.2016 0:00:00;1;630000;29047
12;20.04.2016 0:00:00;1;630000;28678
13;20.04.2016 0:00:00;1;630000;28793
14;20.04.2016 0:00:00;1;630000;28529
15;20.04.2016 0:00:00;1;630000;29054
16;20.04.2016 0:00:00;1;630000;28983
17;20.04.2016 0:00:00;1;630000;28975
18;20.04.2016 0:00:00;1;630000;29593
19;20.04.2016 0:00:00;1;630000;29492
20;20.04.2016 0:00:00;1;630000;28268
21;20.04.2016 0:00:00;1;630000;27371
22;20.04.2016 0:00:00;1;630000;26682
23;20.04.2016 0:00:00;1;630000;25841
0;21.04.2016 0:00:00;1;630000;25679
1;21.04.2016 0:00:00;1;630000;25576
2;21.04.2016 0:00:00;1;630000;25692
3;21.04.2016 0:00:00;1;630000;25921
4;21.04.2016 0:00:00;1;630000;26788
5;21.04.2016 0:00:00;1;630000;27752
6;21.04.2016 0:00:00;1;630000;28706
7;21.04.2016 0:00:00;1;630000;29443
8;21.04.2016 0:00:00;1;630000;29307
9;21.04.2016 0:00:00;1;630000;28911
10;21.04.2016 0:00:00;1;630000;28884
11;21.04.2016 0:00:00;1;630000;29042
12;21.04.2016 0:00:00;1;630000;28674
13;21.04.2016 0:00:00;1;630000;28727
14;21.04.2016 0:00:00;1;630000;28471
15;21.04.2016 0:00:00;1;630000;28763
16;21.04.2016 0:00:00;1;630000;28611
17;21.04.2016 0:00:00;1;630000;28845
18;21.04.2016 0:00:00;1;630000;29387
19;21.04.2016 0:00:00;1;630000;29289
20;21.04.2016 0:00:00;1;630000;28123
21;21.04.2016 0:00:00;1;630000;27227
22;21.04.2016 0:00:00;1;630000;26371
23;21.04.2016 0:00:00;1;630000;25741
0;22.04.2016 0:00:00;1;630000;25804
1;22.04.2016 0:00:00;1;630000;25765
2;22.04.2016 0:00:00;1;630000;25791
3;22.04.2016 0:00:00;1;630000;26008
4;22.04.2016 0:00:00;1;630000;26889
5;22.04.2016 0:00:00;1;630000;27925
6;22.04.2016 0:00:00;1;630000;28626
7;22.04.2016 0:00:00;1;630000;29297
8;22.04.2016 0:00:00;1;630000;29517
9;22.04.2016 0:00:00;1;630000;28866
10;22.04.2016 0:00:00;1;630000;28888
11;22.04.2016 0:00:00;1;630000;29018
12;22.04.2016 0:00:00;1;630000;28991
13;22.04.2016 0:00:00;1;630000;29073
14;22.04.2016 0:00:00;1;630000;28716
15;22.04.2016 0:00:00;1;630000;29100
16;22.04.2016 0:00:00;1;630000;28959
17;22.04.2016 0:00:00;1;630000;29260
18;22.04.2016 0:00:00;1;630000;29657
19;22.04.2016 0:00:00;1;630000;29007
20;22.04.2016 0:00:00;1;630000;28183
21;22.04.2016 0:00:00;1;630000;27670
22;22.04.2016 0:00:00;1;630000;26872
23;22.04.2016 0:00:00;1;630000;26548
0;23.04.2016 0:00:00;1;630000;26165
1;23.04.2016 0:00:00;1;630000;26011
2;23.04.2016 0:00:00;1;630000;25856
3;23.04.2016 0:00:00;1;630000;25631
4;23.04.2016 0:00:00;1;630000;26065
5;23.04.2016 0:00:00;1;630000;26887
6;23.04.2016 0:00:00;1;630000;27824
7;23.04.2016 0:00:00;1;630000;28455
8;23.04.2016 0:00:00;1;630000;28559
9;23.04.2016 0:00:00;1;630000;28395
10;23.04.2016 0:00:00;1;630000;28298
11;23.04.2016 0:00:00;1;630000;28370
12;23.04.2016 0:00:00;1;630000;28147
13;23.04.2016 0:00:00;1;630000;28034
14;23.04.2016 0:00:00;1;630000;27920
15;23.04.2016 0:00:00;1;630000;28361
16;23.04.2016 0:00:00;1;630000;28367
17;23.04.2016 0:00:00;1;630000;28362
18;23.04.2016 0:00:00;1;630000;29086
19;23.04.2016 0:00:00;1;630000;29014
20;23.04.2016 0:00:00;1;630000;28303
21;23.04.2016 0:00:00;1;630000;27194
22;23.04.2016 0:00:00;1;630000;26690
23;23.04.2016 0:00:00;1;630000;26310
0;24.04.2016 0:00:00;1;630000;25823
1;24.04.2016 0:00:00;1;630000;25764
2;24.04.2016 0:00:00;1;630000;25261
3;24.04.2016 0:00:00;1;630000;25273
4;24.04.2016 0:00:00;1;630000;25682
5;24.04.2016 0:00:00;1;630000;25964
6;24.04.2016 0:00:00;1;630000;27034
7;24.04.2016 0:00:00;1;630000;27901
8;24.04.2016 0:00:00;1;630000;28292
9;24.04.2016 0:00:00;1;630000;28111
10;24.04.2016 0:00:00;1;630000;28016
11;24.04.2016 0:00:00;1;630000;28047
12;24.04.2016 0:00:00;1;630000;27927
13;24.04.2016 0:00:00;1;630000;27871
14;24.04.2016 0:00:00;1;630000;27939
15;24.04.2016 0:00:00;1;630000;27838
16;24.04.2016 0:00:00;1;630000;27900
17;24.04.2016 0:00:00;1;630000;28242
18;24.04.2016 0:00:00;1;630000;29258
19;24.04.2016 0:00:00;1;630000;29238
20;24.04.2016 0:00:00;1;630000;28390
21;24.04.2016 0:00:00;1;630000;27196
22;24.04.2016 0:00:00;1;630000;26589
23;24.04.2016 0:00:00;1;630000;25908
0;25.04.2016 0:00:00;1;630000;25902
1;25.04.2016 0:00:00;1;630000;25750
2;25.04.2016 0:00:00;1;630000;25714
3;25.04.2016 0:00:00;1;630000;26193
4;25.04.2016 0:00:00;1;630000;27254
5;25.04.2016 0:00:00;1;630000;27696
6;25.04.2016 0:00:00;1;630000;29026
7;25.04.2016 0:00:00;1;630000;29341
8;25.04.2016 0:00:00;1;630000;29584
9;25.04.2016 0:00:00;1;630000;29380
10;25.04.2016 0:00:00;1;630000;29029
11;25.04.2016 0:00:00;1;630000;29045
12;25.04.2016 0:00:00;1;630000;28930
13;25.04.2016 0:00:00;1;630000;28717
14;25.04.2016 0:00:00;1;630000;28455
15;25.04.2016 0:00:00;1;630000;28509
16;25.04.2016 0:00:00;1;630000;28564
17;25.04.2016 0:00:00;1;630000;28465
18;25.04.2016 0:00:00;1;630000;29573
19;25.04.2016 0:00:00;1;630000;29521
20;25.04.2016 0:00:00;1;630000;28603
21;25.04.2016 0:00:00;1;630000;27290
22;25.04.2016 0:00:00;1;630000;26533
23;25.04.2016 0:00:00;1;630000;26113
0;26.04.2016 0:00:00;1;630000;26238
1;26.04.2016 0:00:00;1;630000;26040
2;26.04.2016 0:00:00;1;630000;26035
3;26.04.2016 0:00:00;1;630000;26033
4;26.04.2016 0:00:00;1;630000;26802
5;26.04.2016 0:00:00;1;630000;27858
6;26.04.2016 0:00:00;1;630000;28487
7;26.04.2016 0:00:00;1;630000;29147
8;26.04.2016 0:00:00;1;630000;29111
9;26.04.2016 0:00:00;1;630000;28638
10;26.04.2016 0:00:00;1;630000;28820
11;26.04.2016 0:00:00;1;630000;28677
12;26.04.2016 0:00:00;1;630000;28448
13;26.04.2016 0:00:00;1;630000;28441
14;26.04.2016 0:00:00;1;630000;28257
15;26.04.2016 0:00:00;1;630000;28352
16;26.04.2016 0:00:00;1;630000;28171
17;26.04.2016 0:00:00;1;630000;28321
18;26.04.2016 0:00:00;1;630000;29073
19;26.04.2016 0:00:00;1;630000;29424
20;26.04.2016 0:00:00;1;630000;28139
21;26.04.2016 0:00:00;1;630000;27211
22;26.04.2016 0:00:00;1;630000;26553
23;26.04.2016 0:00:00;1;630000;25952
0;27.04.2016 0:00:00;1;630000;25850
1;27.04.2016 0:00:00;1;630000;25837
2;27.04.2016 0:00:00;1;630000;25744
3;27.04.2016 0:00:00;1;630000;25954
4;27.04.2016 0:00:00;1;630000;27045
5;27.04.2016 0:00:00;1;630000;27742
6;27.04.2016 0:00:00;1;630000;28927
7;27.04.2016 0:00:00;1;630000;29400
8;27.04.2016 0:00:00;1;630000;29237
9;27.04.2016 0:00:00;1;630000;28856
10;27.04.2016 0:00:00;1;630000;29020
11;27.04.2016 0:00:00;1;630000;28951
12;27.04.2016 0:00:00;1;630000;29050
13;27.04.2016 0:00:00;1;630000;28850
14;27.04.2016 0:00:00;1;630000;28896
15;27.04.2016 0:00:00;1;630000;28788
16;27.04.2016 0:00:00;1;630000;29066
17;27.04.2016 0:00:00;1;630000;29198
18;27.04.2016 0:00:00;1;630000;29819
19;27.04.2016 0:00:00;1;630000;29809
20;27.04.2016 0:00:00;1;630000;28783
21;27.04.2016 0:00:00;1;630000;27878
22;27.04.2016 0:00:00;1;630000;26889
23;27.04.2016 0:00:00;1;630000;26418
0;28.04.2016 0:00:00;1;630000;26203
1;28.04.2016 0:00:00;1;630000;26148
2;28.04.2016 0:00:00;1;630000;25899
3;28.04.2016 0:00:00;1;630000;26457
4;28.04.2016 0:00:00;1;630000;27380
5;28.04.2016 0:00:00;1;630000;27904
6;28.04.2016 0:00:00;1;630000;29236
7;28.04.2016 0:00:00;1;630000;29460
8;28.04.2016 0:00:00;1;630000;29474
9;28.04.2016 0:00:00;1;630000;29245
10;28.04.2016 0:00:00;1;630000;29248
11;28.04.2016 0:00:00;1;630000;29301
12;28.04.2016 0:00:00;1;630000;29165
13;28.04.2016 0:00:00;1;630000;28906
14;28.04.2016 0:00:00;1;630000;28677
15;28.04.2016 0:00:00;1;630000;28863
16;28.04.2016 0:00:00;1;630000;28860
17;28.04.2016 0:00:00;1;630000;29048
18;28.04.2016 0:00:00;1;630000;29664
19;28.04.2016 0:00:00;1;630000;29825
20;28.04.2016 0:00:00;1;630000;28768
21;28.04.2016 0:00:00;1;630000;27777
22;28.04.2016 0:00:00;1;630000;27001
23;28.04.2016 0:00:00;1;630000;26598
0;29.04.2016 0:00:00;1;630000;26486
1;29.04.2016 0:00:00;1;630000;26428
2;29.04.2016 0:00:00;1;630000;26252
3;29.04.2016 0:00:00;1;630000;26348
4;29.04.2016 0:00:00;1;630000;27187
5;29.04.2016 0:00:00;1;630000;28177
6;29.04.2016 0:00:00;1;630000;29136
7;29.04.2016 0:00:00;1;630000;29433
8;29.04.2016 0:00:00;1;630000;29438
9;29.04.2016 0:00:00;1;630000;29154
10;29.04.2016 0:00:00;1;630000;29075
11;29.04.2016 0:00:00;1;630000;28868
12;29.04.2016 0:00:00;1;630000;28846
13;29.04.2016 0:00:00;1;630000;28448
14;29.04.2016 0:00:00;1;630000;28245
15;29.04.2016 0:00:00;1;630000;28267
16;29.04.2016 0:00:00;1;630000;28128
17;29.04.2016 0:00:00;1;630000;28572
18;29.04.2016 0:00:00;1;630000;29350
19;29.04.2016 0:00:00;1;630000;29530
20;29.04.2016 0:00:00;1;630000;28832
21;29.04.2016 0:00:00;1;630000;28015
22;29.04.2016 0:00:00;1;630000;26988
23;29.04.2016 0:00:00;1;630000;26519
0;30.04.2016 0:00:00;1;630000;26437
1;30.04.2016 0:00:00;1;630000;26083
2;30.04.2016 0:00:00;1;630000;25647
3;30.04.2016 0:00:00;1;630000;25911
4;30.04.2016 0:00:00;1;630000;26120
5;30.04.2016 0:00:00;1;630000;26644
6;30.04.2016 0:00:00;1;630000;27861
7;30.04.2016 0:00:00;1;630000;28125
8;30.04.2016 0:00:00;1;630000;28188
9;30.04.2016 0:00:00;1;630000;28134
10;30.04.2016 0:00:00;1;630000;28013
11;30.04.2016 0:00:00;1;630000;28243
12;30.04.2016 0:00:00;1;630000;27820
13;30.04.2016 0:00:00;1;630000;27531
14;30.04.2016 0:00:00;1;630000;27790
15;30.04.2016 0:00:00;1;630000;27792
16;30.04.2016 0:00:00;1;630000;28002
17;30.04.2016 0:00:00;1;630000;27984
18;30.04.2016 0:00:00;1;630000;28620
19;30.04.2016 0:00:00;1;630000;29070
20;30.04.2016 0:00:00;1;630000;28282
21;30.04.2016 0:00:00;1;630000;27217
22;30.04.2016 0:00:00;1;630000;26423
23;30.04.2016 0:00:00;1;630000;25821
0;01.05.2016 0:00:00;1;630000;25483
1;01.05.2016 0:00:00;1;630000;25296
2;01.05.2016 0:00:00;1;630000;24989
3;01.05.2016 0:00:00;1;630000;25032
4;01.05.2016 0:00:00;1;630000;25188
5;01.05.2016 0:00:00;1;630000;25624
6;01.05.2016 0:00:00;1;630000;26556
7;01.05.2016 0:00:00;1;630000;26877
8;01.05.2016 0:00:00;1;630000;26815
9;01.05.2016 0:00:00;1;630000;26898
10;01.05.2016 0:00:00;1;630000;26659
11;01.05.2016 0:00:00;1;630000;26486
12;01.05.2016 0:00:00;1;630000;26481
13;01.05.2016 0:00:00;1;630000;26265
14;01.05.2016 0:00:00;1;630000;26352
15;01.05.2016 0:00:00;1;630000;26411
16;01.05.2016 0:00:00;1;630000;26544
17;01.05.2016 0:00:00;1;630000;26806
18;01.05.2016 0:00:00;1;630000;27739
19;01.05.2016 0:00:00;1;630000;28262
20;01.05.2016 0:00:00;1;630000;27339
21;01.05.2016 0:00:00;1;630000;26705
22;01.05.2016 0:00:00;1;630000;26258
23;01.05.2016 0:00:00;1;630000;25949
0;02.05.2016 0:00:00;1;630000;25740
1;02.05.2016 0:00:00;1;630000;25358
2;02.05.2016 0:00:00;1;630000;25213
3;02.05.2016 0:00:00;1;630000;25055
4;02.05.2016 0:00:00;1;630000;25481
5;02.05.2016 0:00:00;1;630000;25770
6;02.05.2016 0:00:00;1;630000;26614
7;02.05.2016 0:00:00;1;630000;27181
